compound_ids,canonical_smiles,measured_logS,replicate_n,replicate_std,replicate_range,curation_action,desc_mol_weight,desc_logp,desc_tpsa,desc_hbd,desc_hba,desc_rotatable_bonds,desc_ring_count,desc_aromatic_ring_count,desc_heavy_atom_count,desc_fraction_csp3
Anethole,CC=Cc1ccc(OC)cc1,-3.13,1,,0.0,unique_keep,148.20499999999998,2.728300000000001,9.23,0,1,2,1,1,11,0.2
1-Hexadecanol,CCCCCCCCCCCCCCCCO,-7.0,1,,0.0,unique_keep,242.44699999999992,5.460000000000006,20.23,1,1,14,0,0,17,1.0
uracil,O=c1cc[nH]c(=O)[nH]1,-1.4880000000000002,1,,0.0,unique_keep,112.088,-0.9368000000000001,65.72,2,2,0,1,1,8,0.0
adenine,Nc1ncnc2nc[nH]c12,-2.12,1,,0.0,unique_keep,135.13,-0.0648999999999999,80.47999999999999,2,4,0,2,2,10,0.0
"2,2',3,4,5-PCB",Clc1cc(Cl)c(-c2cccc(Cl)c2Cl)cc1Cl,-7.21,1,,0.0,unique_keep,326.437,6.620600000000001,0.0,0,0,1,2,2,17,0.0
Ancymidol,COc1ccc(C(O)(c2cncnc2)C2CC2)cc1,-2.596,1,,0.0,unique_keep,256.305,2.1311,55.24,1,4,4,3,2,19,0.3333333333333333
Benzo(b)fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,-8.23,1,,0.0,unique_keep,252.31599999999997,5.640400000000003,0.0,0,0,0,5,4,20,0.0
Carbanilide,O=C(Nc1ccccc1)Nc1ccccc1,-3.15,1,,0.0,unique_keep,212.25199999999998,3.3306000000000013,41.13,2,1,2,2,2,16,0.0
phenobarbital|5-Ethyl-5-phenylbarbital,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,-2.322,2,0.0,0.0,duplicate_aggregated,232.23899999999995,0.7004,75.27000000000001,2,3,2,2,1,17,0.25
"2',3,4-PCB",Clc1ccc(-c2cccc(Cl)c2Cl)cc1,-6.29,1,,0.0,unique_keep,257.54699999999997,5.313800000000001,0.0,0,0,1,2,2,15,0.0
Isoproturon,CC(C)c1ccc(NC(=O)N(C)C)cc1,-3.536,1,,0.0,unique_keep,206.289,2.903500000000001,32.34,1,1,2,1,1,15,0.4166666666666667
Azintamide,CCN(CC)C(=O)CSc1ccc(Cl)nn1,-1.716,1,,0.0,unique_keep,259.762,2.0904999999999996,46.09,0,4,5,1,1,16,0.5
"2,2-Dimethyl-1-butanol",CCC(C)(C)CO,-1.04,1,,0.0,unique_keep,102.17699999999998,1.4149,20.23,1,1,2,0,0,7,1.0
Ethyl pentanoate,CCCOC(=O)CCC,-1.75,1,,0.0,unique_keep,130.18699999999998,1.7397,26.3,0,2,4,0,0,9,0.8571428571428571
"2,4,6-Trinitrotoluene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],-3.22,1,,0.0,unique_keep,227.13199999999998,1.7196200000000001,129.42000000000002,0,6,3,1,1,16,0.14285714285714285
Bensulide,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,-4.2,1,,0.0,unique_keep,397.52400000000006,3.7726000000000024,64.63,1,6,10,1,1,23,0.5714285714285714
Cycloheptane,C1CCCCCC1,-3.51,1,,0.0,unique_keep,98.18900000000001,2.7307000000000015,0.0,0,0,0,1,0,7,1.0
Propyl formate,CCCOC=O,-0.49,1,,0.0,unique_keep,88.10599999999998,0.5694,26.3,0,2,3,0,0,6,0.75
2-Isopropyltoluene,Cc1ccccc1C(C)C,-3.76,1,,0.0,unique_keep,134.22199999999998,3.118420000000002,0.0,0,0,1,1,1,10,0.4
m-Chloroaniline,Nc1cccc(Cl)c1,-1.37,1,,0.0,unique_keep,127.574,1.9222,26.02,1,1,0,1,1,8,0.0
"2,4-Dimethylpentane",CC(C)CC(C)C,-4.26,1,,0.0,unique_keep,100.20499999999998,2.6885000000000012,0.0,0,0,2,0,0,7,1.0
Dibenzofurane,c1ccc2c(c1)oc1ccccc12,-4.6,1,,0.0,unique_keep,168.195,3.586000000000001,13.14,0,1,0,3,3,13,0.0
ethofumesate,CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C,-3.42,1,,0.0,unique_keep,286.34900000000005,2.0576,61.830000000000005,0,5,4,2,1,19,0.5384615384615384
Fluometuron,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,-3.43,1,,0.0,unique_keep,232.20499999999996,2.7989000000000006,32.34,1,1,1,1,1,16,0.3
Acridine,c1ccc2nc3ccccc3cc2c1,-3.67,1,,0.0,unique_keep,179.22199999999998,3.3880000000000017,12.89,0,1,0,3,3,14,0.0
Cortisone,CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,-3.11,1,,0.0,unique_keep,360.45000000000016,1.9898000000000002,91.67,2,5,2,4,0,26,0.7619047619047619
glucose,OCC1OC(O)C(O)C(O)C1O,0.74,1,,0.0,unique_keep,180.156,-3.2214000000000005,110.38000000000001,5,6,1,1,0,12,1.0
3-Methylphenol,Cc1cccc(O)c1,-0.68,1,,0.0,unique_keep,108.13999999999999,1.7006199999999998,20.23,1,1,0,1,1,8,0.14285714285714285
Indapamide,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,-3.5860000000000003,1,,0.0,unique_keep,365.84200000000004,2.0834,92.5,2,4,3,3,2,24,0.1875
Lovastatin,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,-6.005,1,,0.0,unique_keep,404.54700000000025,4.195500000000004,72.83,1,5,6,3,0,29,0.75
"1,4-Dinitrobenzene",O=[N+]([O-])c1ccc([N+](=O)[O-])cc1,-3.39,1,,0.0,unique_keep,168.108,1.503,86.28,0,4,2,1,1,12,0.0
Reposal,CCC1(C2=CCC3CCC2C3)C(=O)NC(=O)NC1=O,-2.696,1,,0.0,unique_keep,262.30899999999997,1.4951999999999996,75.27000000000001,2,3,2,3,0,19,0.6428571428571429
Ethyl decanoate,CCCCCCCCCC(=O)OCC,-4.1,1,,0.0,unique_keep,200.32199999999997,3.6902000000000026,26.3,0,2,9,0,0,14,0.9166666666666666
Fenuron,CN(C)C(=O)Nc1ccccc1,-1.6,1,,0.0,unique_keep,164.208,1.7801,32.34,1,1,1,1,1,12,0.2222222222222222
Ethyl propyl ether,CCCOCC,-0.66,1,,0.0,unique_keep,88.14999999999999,1.4329,9.23,0,1,3,0,0,6,1.0
2-Propanol,CC(C)O,0.43,1,,0.0,unique_keep,60.096000000000004,0.38710000000000006,20.23,1,1,0,0,0,4,1.0
2-Methylnapthalene,Cc1ccc2ccccc2c1,-3.77,1,,0.0,unique_keep,142.201,3.148220000000001,0.0,0,0,0,2,2,11,0.09090909090909091
Chlorodibromethane,ClC(Br)Br,-1.9,1,,0.0,unique_keep,208.28,2.2986000000000004,0.0,0,0,0,0,0,4,1.0
Hexestrol,CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,-4.43,1,,0.0,unique_keep,270.37199999999996,4.785200000000004,40.46,2,2,5,2,2,20,0.3333333333333333
Malathion,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,-3.37,1,,0.0,unique_keep,330.3640000000001,2.1218000000000004,71.06,0,8,9,0,0,19,0.8
Benzylchloride,ClCc1ccccc1,-2.39,1,,0.0,unique_keep,126.58599999999996,2.4254000000000007,0.0,0,0,1,1,1,8,0.14285714285714285
t-Crotonaldehyde,C/C=C/C=O,0.32,1,,0.0,unique_keep,70.09100000000001,0.7614000000000001,17.07,0,1,1,0,0,5,0.25
Chlorbromuron,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,-3.924,1,,0.0,unique_keep,293.548,3.127600000000002,41.57,1,2,2,1,1,15,0.2222222222222222
"9,10-Dimethylanthracene",Cc1c2ccccc2c(C)c2ccccc12,-6.57,1,,0.0,unique_keep,206.28799999999998,4.609840000000004,0.0,0,0,0,3,3,16,0.125
Methyl hexanoate,CCCCCC(=O)OC,-1.87,1,,0.0,unique_keep,130.18699999999998,1.7397,26.3,0,2,4,0,0,9,0.8571428571428571
Dimefuron,CN(C)C(=O)Nc1ccc(-n2nc(C(C)(C)C)oc2=O)c(Cl)c1,-4.328,1,,0.0,unique_keep,338.7950000000001,2.8699000000000012,80.37,1,4,2,2,2,23,0.4
p-Fluoroacetanilide,CC(=O)Nc1ccc(F)cc1,-1.78,1,,0.0,unique_keep,153.156,1.7840999999999998,29.1,1,1,1,1,1,11,0.125
alachlor,CCc1cccc(CC)c1N(COC)C(=O)CCl,-3.26,1,,0.0,unique_keep,269.77199999999993,2.9871000000000016,29.54,0,2,6,1,1,18,0.5
Cyclohexene,C1=CCCCC1,-2.59,1,,0.0,unique_keep,82.146,2.1166,0.0,0,0,0,1,0,6,0.6666666666666666
Hydrocortisone ,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-3.09,1,,0.0,unique_keep,362.4660000000002,1.7815999999999996,94.83,3,5,2,4,0,26,0.8095238095238095
Pyrimidine,c1cncnc1,1.1,1,,0.0,unique_keep,80.08999999999999,0.4765999999999999,25.78,0,2,0,1,1,6,0.0
p-Chloronitrobenzene,O=[N+]([O-])c1ccc(Cl)cc1,-2.92,1,,0.0,unique_keep,157.55599999999998,2.2481999999999998,43.14,0,2,1,1,1,10,0.0
Methyl propionate,CCC(=O)OC,-0.14,1,,0.0,unique_keep,88.106,0.5694,26.3,0,2,1,0,0,6,0.75
o-Chloronitrobenzene,O=[N+]([O-])c1ccccc1Cl,-2.55,1,,0.0,unique_keep,157.55599999999998,2.2482000000000006,43.14,0,2,1,1,1,10,0.0
Neburon,CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-4.77,1,,0.0,unique_keep,275.179,4.257200000000004,32.34,1,1,4,1,1,17,0.4166666666666667
Buthidazole,CN1CC(O)N(c2nnc(C(C)(C)C)s2)C1=O,-1.877,1,,0.0,unique_keep,256.331,1.0257999999999998,69.56,1,5,1,2,1,17,0.7
Nitrobenzene,O=[N+]([O-])c1ccccc1,-1.8,1,,0.0,unique_keep,123.11099999999996,1.5948,43.14,0,2,1,1,1,9,0.0
Iodobenzene,Ic1ccccc1,-3.01,1,,0.0,unique_keep,204.01000000000002,2.2912,0.0,0,0,0,1,1,7,0.0
Metolazone,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,-3.78,1,,0.0,unique_keep,365.8420000000001,2.714120000000001,92.5,2,4,2,3,2,24,0.1875
Methocarbamol,COc1ccccc1OCC(O)COC(N)=O,-0.985,1,,0.0,unique_keep,241.24299999999994,0.5302000000000002,91.00999999999999,2,5,6,1,1,17,0.36363636363636365
butachlor,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,-4.19,1,,0.0,unique_keep,311.85300000000007,4.1574000000000035,29.54,0,2,9,1,1,21,0.5882352941176471
"2,3-Dichlorophenol",Oc1cccc(Cl)c1Cl,-1.3,1,,0.0,unique_keep,163.003,2.699,20.23,1,1,0,1,1,9,0.0
Propyl butyrate,CCCC(=O)OC,-1.92,1,,0.0,unique_keep,102.13299999999998,0.9595,26.3,0,2,2,0,0,7,0.8
Propanil,CCC(=O)Nc1ccc(Cl)c(Cl)c1,-3.0,1,,0.0,unique_keep,218.08299999999997,3.3419000000000016,29.1,1,1,2,1,1,13,0.2222222222222222
Triamterene,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,-2.404,1,,0.0,unique_keep,253.26900000000003,0.8334000000000001,129.62,3,7,1,3,3,19,0.0
Ethyl hexanoate,CCCCCC(=O)OCC,-2.35,1,,0.0,unique_keep,144.21399999999997,2.1298000000000004,26.3,0,2,5,0,0,10,0.875
chloralose,OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,-1.84,1,,0.0,unique_keep,309.52900000000005,-0.46290000000000026,88.38000000000001,3,6,2,2,0,17,1.0
Amitraz,Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,-5.47,1,,0.0,unique_keep,293.41400000000004,4.871880000000004,27.96,0,2,4,2,2,22,0.2631578947368421
Prometon,COc1nc(NC(C)C)nc(NC(C)C)n1,-2.478,1,,0.0,unique_keep,225.296,1.5208,71.96000000000001,2,6,5,1,1,16,0.7
1-Octene ,C=CCCCCCC,-4.44,1,,0.0,unique_keep,112.216,3.142800000000002,0.0,0,0,5,0,0,8,0.75
p-Methylaniline ,Cc1ccc(N)cc1,-1.21,1,,0.0,unique_keep,107.156,1.5772199999999998,26.02,1,1,0,1,1,8,0.14285714285714285
aminothiazole,Nc1nccs1,-0.36,1,,0.0,unique_keep,100.14599999999999,0.7253000000000001,38.91,1,3,0,1,1,6,0.0
Metolcarb,CNC(=O)Oc1ccccc1,-1.803,1,,0.0,unique_keep,151.165,1.4048,38.33,1,2,1,1,1,11,0.125
3-Hexanol,CCCC(O)CC,-0.8,1,,0.0,unique_keep,102.17699999999999,1.5574,20.23,1,1,3,0,0,7,1.0
9-anthrol,Oc1c2ccccc2cc2ccccc12,-4.73,1,,0.0,unique_keep,194.23299999999998,3.6986000000000017,20.23,1,1,0,3,3,15,0.0
2-Methylanthracene,Cc1ccc2cc3ccccc3cc2c1,-6.96,1,,0.0,unique_keep,192.261,4.301420000000002,0.0,0,0,0,3,3,15,0.06666666666666667
"1,2,3-Trimethylbenzene ",Cc1cccc(C)c1C,-3.2,1,,0.0,unique_keep,120.195,2.611860000000001,0.0,0,0,0,1,1,9,0.3333333333333333
Aminocarb,CNC(=O)Oc1ccc(N(C)C)c(C)c1,-2.36,1,,0.0,unique_keep,208.26099999999997,1.77922,41.57,1,3,2,1,1,15,0.36363636363636365
2-Nonanol,CCCCCCCC(C)O,-2.74,1,,0.0,unique_keep,144.258,2.727700000000002,20.23,1,1,6,0,0,10,1.0
Methyldymron,CN(C(=O)NC(C)(C)c1ccccc1)c1ccccc1,-3.35,1,,0.0,unique_keep,268.36,3.767700000000003,32.34,1,1,3,2,2,20,0.23529411764705882
3-Hexanone,CCCC(=O)CC,-0.83,1,,0.0,unique_keep,100.16099999999999,1.7656,17.07,0,1,3,0,0,7,0.8333333333333334
bromoxynil,N#Cc1cc(Br)c(O)c(Br)c1,-3.33,1,,0.0,unique_keep,276.91499999999996,2.78888,44.019999999999996,1,2,0,1,1,11,0.0
"3,4-PCB",Clc1ccc(-c2ccccc2)cc1Cl,-6.39,1,,0.0,unique_keep,223.102,4.660400000000002,0.0,0,0,1,2,2,14,0.0
Mefenacet,CN(C(=O)COc1nc2ccccc2s1)c1ccccc1,-4.873,1,,0.0,unique_keep,298.367,3.3381000000000016,42.43000000000001,0,4,4,3,3,21,0.125
5-hydroxyquinoline,Oc1cccc2ncccc12,-2.54,1,,0.0,unique_keep,145.161,1.9404,33.120000000000005,1,2,0,2,2,11,0.0
Carboxin,CC1=C(C(=O)Nc2ccccc2)SCCO1,-3.14,1,,0.0,unique_keep,235.30799999999996,2.620000000000001,38.33,1,3,2,2,1,16,0.25
Ethoxyzolamide,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,-3.81,1,,0.0,unique_keep,258.32399999999996,1.3424,82.28,1,5,3,2,2,16,0.2222222222222222
Pentachlorophenol,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-4.28,1,,0.0,unique_keep,266.33799999999997,4.6592,20.23,1,1,0,1,1,12,0.0
Bromochloromethane,ClCBr,-0.89,1,,0.0,unique_keep,129.384,1.5776,0.0,0,0,0,0,0,3,1.0
metharbital,CCC1(CC)C(=O)NC(=O)N(C)C1=O,-2.23,1,,0.0,unique_keep,198.22199999999998,0.5009999999999999,66.48,1,3,2,1,0,14,0.6666666666666666
deoxycorticosterone acetate,CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.63,1,,0.0,unique_keep,372.5050000000002,4.266700000000004,60.440000000000005,0,4,3,4,0,27,0.782608695652174
benzylurea,NC(=O)NCc1ccccc1,-0.95,1,,0.0,unique_keep,150.18099999999998,0.8548999999999998,55.120000000000005,2,1,2,1,1,11,0.125
Chlortoluron,Cc1ccc(NC(=O)N(C)C)cc1Cl,-3.483,1,,0.0,unique_keep,212.68,2.7419200000000012,32.34,1,1,1,1,1,14,0.3
Linuron,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.592,1,,0.0,unique_keep,249.09699999999998,3.0185000000000013,41.57,1,2,2,1,1,15,0.2222222222222222
Cycloheptanol,OC1CCCCCC1,-0.88,1,,0.0,unique_keep,114.188,1.7015,20.23,1,1,0,1,0,8,1.0
Thiamphenicol,CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,-2.154,1,,0.0,unique_keep,356.227,0.40430000000000005,103.70000000000002,3,5,6,1,1,21,0.4166666666666667
thiopental,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,-3.36,1,,0.0,unique_keep,242.34400000000002,1.3498999999999999,58.2,2,3,4,1,0,16,0.7272727272727273
acetazolamide,CC(=O)Nc1nnc(S(N)(=O)=O)s1,-2.36,1,,0.0,unique_keep,222.251,-0.8561000000000003,115.03999999999999,2,6,2,1,1,13,0.25
p-Nitrophenol,O=[N+]([O-])c1ccc(O)cc1,-0.74,1,,0.0,unique_keep,139.10999999999999,1.3003999999999998,63.370000000000005,1,3,1,1,1,10,0.0
Aldrin,ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,-6.307,1,,0.0,unique_keep,364.914,5.270200000000002,0.0,0,0,0,4,0,18,0.6666666666666666
Tetrahydrofurane ,C1CCOC1,0.49,1,,0.0,unique_keep,72.107,0.7968,9.23,0,1,0,1,0,5,1.0
o-Nitroaniline,Nc1ccccc1[N+](=O)[O-],-1.96,1,,0.0,unique_keep,138.126,1.177,69.16,1,3,1,1,1,10,0.0
"2,2',3,3'-PCB",Clc1cccc(-c2cccc(Cl)c2Cl)c1Cl,-7.28,1,,0.0,unique_keep,291.99199999999996,5.967200000000002,0.0,0,0,1,2,2,16,0.0
phenylbutazone,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,-3.81,1,,0.0,unique_keep,308.3810000000001,3.7878000000000025,40.620000000000005,0,2,5,3,2,23,0.2631578947368421
"2,6-Dinitrotoluene",Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],-3.0,1,,0.0,unique_keep,182.13499999999996,1.81142,86.28,0,4,2,1,1,13,0.14285714285714285
Progesterone,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.42,1,,0.0,unique_keep,314.46900000000005,4.723500000000005,34.14,0,2,1,4,0,23,0.8095238095238095
Chlorazine,CCN(CC)c1nc(Cl)nc(N(CC)CC)n1,-4.4110000000000005,1,,0.0,unique_keep,257.76899999999995,2.2173999999999996,45.150000000000006,0,5,6,1,1,17,0.7272727272727273
captafol,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,-5.4,1,,0.0,unique_keep,349.0659999999999,3.520900000000002,37.38,0,3,3,2,0,18,0.6
"1,2,4-tribromobenzene",Brc1ccc(Br)c(Br)c1,-4.5,1,,0.0,unique_keep,314.80199999999996,3.974100000000001,0.0,0,0,0,1,1,9,0.0
Oxazepam,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,-3.952,1,,0.0,unique_keep,286.718,2.4479,61.69,2,3,1,3,2,20,0.06666666666666667
Secobarbital,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,-2.356,1,,0.0,unique_keep,238.28699999999998,1.3510999999999997,75.27000000000001,2,3,5,1,0,17,0.5833333333333334
Carvacrol,Cc1ccc(C(C)C)cc1O,-2.08,1,,0.0,unique_keep,150.221,2.8240200000000013,20.23,1,1,1,1,1,11,0.4
rhodanine,O=C1CSC(=S)N1,-1.77,1,,0.0,unique_keep,133.197,0.13430000000000003,29.1,1,3,0,1,0,7,0.3333333333333333
Morin,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,-3.083,1,,0.0,unique_keep,302.23800000000006,1.987999999999999,131.36,5,7,1,3,3,22,0.0
Kepone,O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,-5.259,1,,0.0,unique_keep,490.63900000000024,4.6182,17.07,0,1,0,6,0,21,0.9
Disulfiram,CCN(CC)C(=S)SSC(=S)N(CC)CC,-4.86,1,,0.0,unique_keep,296.5520000000001,3.6212000000000026,6.48,0,4,4,0,0,16,0.8
Cyclohexane,C1CCCCC1,-3.1,1,,0.0,unique_keep,84.162,2.3406000000000002,0.0,0,0,0,1,0,6,1.0
Dienochlor,ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,-7.278,1,,0.0,unique_keep,474.6400000000002,7.725599999999999,0.0,0,0,1,2,0,20,0.2
chlordimeform,Cc1cc(Cl)ccc1N=CN(C)C,-2.86,1,,0.0,unique_keep,196.68099999999998,2.8698200000000016,15.6,0,1,2,1,1,13,0.3
Equilenin,CC12CCc3c(ccc4cc(O)ccc34)C1CCC2=O,-5.24,1,,0.0,unique_keep,266.34,3.9444000000000026,37.3,1,2,0,4,2,20,0.3888888888888889
1-Octanol,CCCCCCCCO,-2.39,1,,0.0,unique_keep,130.23100000000002,2.3392000000000013,20.23,1,1,6,0,0,9,1.0
Diethyl sulfide,CCSCC,-1.34,1,,0.0,unique_keep,90.191,1.7593999999999999,0.0,0,1,2,0,0,5,1.0
"1,2-Dichloroethane",ClCCCl,-1.06,1,,0.0,unique_keep,98.96000000000001,1.464,0.0,0,0,1,0,0,4,1.0
2-Chloro-2-methylbutane,CCC(C)(C)Cl,-2.51,1,,0.0,unique_keep,106.59599999999999,2.4138,0.0,0,0,1,0,0,6,1.0
1-Chloro-2-bromoethane,ClCCBr,-1.32,1,,0.0,unique_keep,143.411,1.6200999999999999,0.0,0,0,1,0,0,4,1.0
p-Nitroaniline,Nc1ccc([N+](=O)[O-])cc1,-2.37,1,,0.0,unique_keep,138.126,1.177,69.16,1,3,1,1,1,10,0.0
Lactose,OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,-0.244,1,,0.0,unique_keep,342.297,-5.397199999999993,189.52999999999997,8,11,4,2,0,23,1.0
RTI 2,CCN1C(=O)c2cccnc2N(CC)c2ncccc21,-2.86,1,,0.0,unique_keep,268.32,2.614700000000001,49.330000000000005,0,4,2,3,2,20,0.26666666666666666
Chlorobenzene,Clc1ccccc1,-2.38,1,,0.0,unique_keep,112.55899999999997,2.34,0.0,0,0,0,1,1,7,0.0
1-Nonene ,C=CCCCCCCC,-5.05,1,,0.0,unique_keep,126.243,3.5329000000000024,0.0,0,0,6,0,0,9,0.7777777777777778
p-Bromoiodobenzene,Brc1ccc(I)cc1,-4.56,1,,0.0,unique_keep,282.90599999999995,3.053700000000001,0.0,0,0,0,1,1,8,0.0
3-Methyl-3-pentanol,CCC(C)(O)CC,-0.36,1,,0.0,unique_keep,102.17699999999998,1.5574,20.23,1,1,2,0,0,7,1.0
Pentylbenzene,CCCCCc1ccccc1,-4.64,1,,0.0,unique_keep,148.249,3.4193000000000024,0.0,0,0,4,1,1,11,0.45454545454545453
allantoin,NC(=O)NC1NC(=O)NC1=O,-1.6,1,,0.0,unique_keep,158.117,-2.1798,113.32,4,3,1,1,0,11,0.25
Glafenine,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,-4.571000000000001,1,,0.0,unique_keep,372.80800000000005,3.141800000000001,91.68,3,6,6,3,3,26,0.15789473684210525
"DDD|P,P'-DDD",Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,-7.2,2,0.0,0.0,duplicate_aggregated,320.04600000000005,5.929000000000002,0.0,0,0,3,2,2,18,0.14285714285714285
testosterone acetate,CC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-5.184,1,,0.0,unique_keep,330.4680000000001,4.450000000000004,43.370000000000005,0,3,1,4,0,24,0.8095238095238095
1-Chloronapthalene,Clc1cccc2ccccc12,-3.93,1,,0.0,unique_keep,162.61899999999997,3.4932000000000016,0.0,0,0,0,2,2,11,0.0
RTI 19,CCN1c2ccccc2C(=O)N(C)c2ccccc21,-4.749,1,,0.0,unique_keep,252.31699999999998,3.4346000000000023,23.550000000000004,0,2,1,3,2,19,0.1875
2-Hexanol,CCCCC(C)O,-0.89,1,,0.0,unique_keep,102.17699999999998,1.5574,20.23,1,1,3,0,0,7,1.0
Propylcyclopentane,CCCC1CCCC1,-4.74,1,,0.0,unique_keep,112.21600000000001,2.976700000000002,0.0,0,0,2,1,0,8,1.0
Etomidate,CCOC(=O)c1cncn1C(C)c1ccccc1,-4.735,1,,0.0,unique_keep,244.294,2.669100000000001,44.12,0,3,4,2,2,18,0.2857142857142857
"3,4-Dichlorophenol",Oc1ccc(Cl)c(Cl)c1,-1.25,1,,0.0,unique_keep,163.00300000000001,2.6990000000000007,20.23,1,1,0,1,1,9,0.0
Cypermethrin,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,-8.017000000000001,1,,0.0,unique_keep,416.30400000000014,6.177980000000004,59.32000000000001,0,4,6,3,2,28,0.2727272727272727
Benzoxazole,c1ccc2ocnc2c1,-1.16,1,,0.0,unique_keep,119.12299999999998,1.8277999999999999,26.03,0,2,0,2,2,9,0.0
1-Pentanol,CCCCCO,-0.6,1,,0.0,unique_keep,88.14999999999999,1.1689,20.23,1,1,3,0,0,6,1.0
"N,N-Diethylaniline",CCN(CC)c1ccccc1,-3.03,1,,0.0,unique_keep,149.237,2.532800000000001,3.24,0,1,3,1,1,11,0.4
"1,3-Difluorobenzene",Fc1cccc(F)c1,-2.0,1,,0.0,unique_keep,114.094,1.9648,0.0,0,0,0,1,1,8,0.0
3-chloropropionitrile,N#CCCCl,-0.29,1,,0.0,unique_keep,89.525,1.1388800000000001,23.79,0,1,1,0,0,5,0.6666666666666666
t-Pentylbenzene,CC(C)(C)Cc1ccccc1,-4.15,1,,0.0,unique_keep,148.249,3.2752000000000017,0.0,0,0,1,1,1,11,0.45454545454545453
o-Chloroiodobenzene,Clc1ccccc1I,-3.54,1,,0.0,unique_keep,238.45499999999998,2.9446000000000003,0.0,0,0,0,1,1,8,0.0
Benzotriazole,c1ccc2[nH]nnc2c1,-0.78,1,,0.0,unique_keep,119.127,0.9578999999999998,41.57,1,2,0,2,2,9,0.0
Carbofuran,CNC(=O)Oc1cccc2c1OC(C)(C)C2,-2.8,1,,0.0,unique_keep,221.25599999999994,2.1183,47.56,1,3,1,2,1,16,0.4166666666666667
"2,6-Dimethylphenol",Cc1cccc(C)c1O,-1.29,1,,0.0,unique_keep,122.16699999999999,2.00904,20.23,1,1,0,1,1,9,0.25
3-Methyl-2-butanol,CC(C)C(C)O,-0.18,1,,0.0,unique_keep,88.14999999999999,1.0231999999999999,20.23,1,1,1,0,0,6,1.0
benzhydrol,OC(c1ccccc1)c1ccccc1,-2.55,1,,0.0,unique_keep,184.238,2.768300000000001,20.23,1,1,2,2,2,14,0.07692307692307693
Methyl decanoate,CCCCCCCCCC(=O)OC,-4.69,1,,0.0,unique_keep,186.295,3.3001000000000023,26.3,0,2,8,0,0,13,0.9090909090909091
Dicapthon,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl,-4.31,1,,0.0,unique_keep,297.65599999999995,3.144300000000002,70.83,0,6,5,1,1,17,0.25
