compound_ids,original_smiles,canonical_smiles,measured_logS,replicate_n,replicate_std,replicate_range,curation_action
Nitrobenzene,O=N(=O)c1ccccc1,O=[N+]([O-])c1ccccc1,-1.8,1,,0.0,unique_keep
Iodobenzene,Ic1ccccc1,Ic1ccccc1,-3.01,1,,0.0,unique_keep
Metolazone,CC2Nc1cc(Cl)c(cc1C(=O)N2c3ccccc3C)S(N)(=O)=O ,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,-3.78,1,,0.0,unique_keep
Methocarbamol,COc1ccccc1OCC(O)COC(N)=O,COc1ccccc1OCC(O)COC(N)=O,-0.985,1,,0.0,unique_keep
butachlor,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC ,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,-4.19,1,,0.0,unique_keep
"2,3-Dichlorophenol",Oc1cccc(Cl)c1Cl,Oc1cccc(Cl)c1Cl,-1.3,1,,0.0,unique_keep
Propyl butyrate,CCCC(=O)OC,CCCC(=O)OC,-1.92,1,,0.0,unique_keep
Propanil,CCC(=O)Nc1ccc(Cl)c(Cl)c1,CCC(=O)Nc1ccc(Cl)c(Cl)c1,-3.0,1,,0.0,unique_keep
Triamterene,Nc3nc(N)c2nc(c1ccccc1)c(N)nc2n3,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,-2.404,1,,0.0,unique_keep
Ethyl hexanoate,CCCCCC(=O)OCC,CCCCCC(=O)OCC,-2.35,1,,0.0,unique_keep
chloralose,OCC(O)C2OC1OC(OC1C2O)C(Cl)(Cl)Cl ,OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,-1.84,1,,0.0,unique_keep
Amitraz,CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C,Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,-5.47,1,,0.0,unique_keep
Prometon,COc1nc(NC(C)C)nc(NC(C)C)n1,COc1nc(NC(C)C)nc(NC(C)C)n1,-2.478,1,,0.0,unique_keep
1-Octene ,CCCCCCC=C,C=CCCCCCC,-4.44,1,,0.0,unique_keep
p-Methylaniline ,Cc1ccc(N)cc1,Cc1ccc(N)cc1,-1.21,1,,0.0,unique_keep
aminothiazole,Nc1nccs1 ,Nc1nccs1,-0.36,1,,0.0,unique_keep
Metolcarb,c1ccccc1(OC(=O)NC),CNC(=O)Oc1ccccc1,-1.803,1,,0.0,unique_keep
3-Hexanol,CCCC(O)CC,CCCC(O)CC,-0.8,1,,0.0,unique_keep
9-anthrol,c3ccc2c(O)c1ccccc1cc2c3 ,Oc1c2ccccc2cc2ccccc12,-4.73,1,,0.0,unique_keep
2-Methylanthracene,Cc1ccc2cc3ccccc3cc2c1,Cc1ccc2cc3ccccc3cc2c1,-6.96,1,,0.0,unique_keep
"1,2,3-Trimethylbenzene ",Cc1cccc(C)c1C,Cc1cccc(C)c1C,-3.2,1,,0.0,unique_keep
Aminocarb,CNC(=O)Oc1ccc(N(C)C)c(C)c1,CNC(=O)Oc1ccc(N(C)C)c(C)c1,-2.36,1,,0.0,unique_keep
2-Nonanol,CCCCCCCC(C)O,CCCCCCCC(C)O,-2.74,1,,0.0,unique_keep
Methyldymron,CN(C(=O)NC(C)(C)c1ccccc1)c2ccccc2,CN(C(=O)NC(C)(C)c1ccccc1)c1ccccc1,-3.35,1,,0.0,unique_keep
3-Hexanone,CCCC(=O)CC,CCCC(=O)CC,-0.83,1,,0.0,unique_keep
bromoxynil,Oc1c(Br)cc(C#N)cc1Br ,N#Cc1cc(Br)c(O)c(Br)c1,-3.33,1,,0.0,unique_keep
"3,4-PCB",Clc1ccc(cc1Cl)c2ccccc2 ,Clc1ccc(-c2ccccc2)cc1Cl,-6.39,1,,0.0,unique_keep
Mefenacet,CN(C(=O)COc1nc2ccccc2s1)c3ccccc3,CN(C(=O)COc1nc2ccccc2s1)c1ccccc1,-4.873,1,,0.0,unique_keep
5-hydroxyquinoline,Oc1cccc2ncccc12 ,Oc1cccc2ncccc12,-2.54,1,,0.0,unique_keep
Carboxin,CC1=C(SCCO1)C(=O)Nc2ccccc2,CC1=C(C(=O)Nc2ccccc2)SCCO1,-3.14,1,,0.0,unique_keep
Ethoxyzolamide,CCOc2ccc1nc(sc1c2)S(N)(=O)=O ,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,-3.81,1,,0.0,unique_keep
Pentachlorophenol,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-4.28,1,,0.0,unique_keep
Bromochloromethane,ClCBr,ClCBr,-0.89,1,,0.0,unique_keep
metharbital,CCC1(CC)C(=O)NC(=O)N(C)C1=O ,CCC1(CC)C(=O)NC(=O)N(C)C1=O,-2.23,1,,0.0,unique_keep
deoxycorticosterone acetate,CC(=O)OCC(=O)C3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.63,1,,0.0,unique_keep
benzylurea,NC(=O)NCc1ccccc1 ,NC(=O)NCc1ccccc1,-0.95,1,,0.0,unique_keep
Chlortoluron,CN(C)C(=O)Nc1ccc(C)c(Cl)c1,Cc1ccc(NC(=O)N(C)C)cc1Cl,-3.483,1,,0.0,unique_keep
Linuron,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.592,1,,0.0,unique_keep
Cycloheptanol,OC1CCCCCC1,OC1CCCCCC1,-0.88,1,,0.0,unique_keep
Thiamphenicol,CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl ,CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,-2.154,1,,0.0,unique_keep
thiopental,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O ,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,-3.36,1,,0.0,unique_keep
acetazolamide,CC(=O)Nc1nnc(s1)S(N)(=O)=O ,CC(=O)Nc1nnc(S(N)(=O)=O)s1,-2.36,1,,0.0,unique_keep
p-Nitrophenol,Oc1ccc(cc1)N(=O)=O,O=[N+]([O-])c1ccc(O)cc1,-0.74,1,,0.0,unique_keep
Aldrin,ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,-6.307,1,,0.0,unique_keep
Tetrahydrofurane ,C1CCOC1,C1CCOC1,0.49,1,,0.0,unique_keep
o-Nitroaniline,Nc1ccccc1N(=O)=O,Nc1ccccc1[N+](=O)[O-],-1.96,1,,0.0,unique_keep
"2,2',3,3'-PCB",Clc1cccc(c1Cl)c2cccc(Cl)c2Cl,Clc1cccc(-c2cccc(Cl)c2Cl)c1Cl,-7.28,1,,0.0,unique_keep
phenylbutazone,CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3 ,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,-3.81,1,,0.0,unique_keep
"2,6-Dinitrotoluene",Cc1c(cccc1N(=O)=O)N(=O)=O,Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],-3.0,1,,0.0,unique_keep
Progesterone,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.42,1,,0.0,unique_keep
Chlorazine,CCN(CC)c1nc(Cl)nc(n1)N(CC)CC,CCN(CC)c1nc(Cl)nc(N(CC)CC)n1,-4.4110000000000005,1,,0.0,unique_keep
captafol,ClC(Cl)C(Cl)(Cl)SN2C(=O)C1CC=CCC1C2=O ,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,-5.4,1,,0.0,unique_keep
"1,2,4-tribromobenzene",c1(Br)c(Br)cc(Br)cc1,Brc1ccc(Br)c(Br)c1,-4.5,1,,0.0,unique_keep
Oxazepam,OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O ,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,-3.952,1,,0.0,unique_keep
Secobarbital,O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,-2.356,1,,0.0,unique_keep
Carvacrol,c1(O)c(C)ccc(C(C)C)c1,Cc1ccc(C(C)C)cc1O,-2.08,1,,0.0,unique_keep
rhodanine,C1SC(=S)NC1(=O),O=C1CSC(=S)N1,-1.77,1,,0.0,unique_keep
Morin,Oc1ccc(c(O)c1)c3oc2cc(O)cc(O)c2c(=O)c3O ,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,-3.083,1,,0.0,unique_keep
Kepone,ClC1(C(=O)C2(Cl)C3(Cl)C14Cl)C5(Cl)C2(Cl)C3(Cl)C(Cl)(Cl)C45Cl,O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,-5.259,1,,0.0,unique_keep
Disulfiram,CCN(CC)C(=S)SSC(=S)N(CC)CC,CCN(CC)C(=S)SSC(=S)N(CC)CC,-4.86,1,,0.0,unique_keep
Cyclohexane,C1CCCCC1,C1CCCCC1,-3.1,1,,0.0,unique_keep
Dienochlor,ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl,ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,-7.278,1,,0.0,unique_keep
chlordimeform,CN(C)C=Nc1ccc(Cl)cc1C,Cc1cc(Cl)ccc1N=CN(C)C,-2.86,1,,0.0,unique_keep
Equilenin,CC34CCc1c(ccc2cc(O)ccc12)C3CCC4=O,CC12CCc3c(ccc4cc(O)ccc34)C1CCC2=O,-5.24,1,,0.0,unique_keep
1-Octanol,CCCCCCCCO,CCCCCCCCO,-2.39,1,,0.0,unique_keep
Diethyl sulfide,CCSCC,CCSCC,-1.34,1,,0.0,unique_keep
"1,2-Dichloroethane",ClCCCl,ClCCCl,-1.06,1,,0.0,unique_keep
2-Chloro-2-methylbutane,CCC(C)(C)Cl,CCC(C)(C)Cl,-2.51,1,,0.0,unique_keep
1-Chloro-2-bromoethane,ClCCBr,ClCCBr,-1.32,1,,0.0,unique_keep
p-Nitroaniline,Nc1ccc(cc1)N(=O)=O,Nc1ccc([N+](=O)[O-])cc1,-2.37,1,,0.0,unique_keep
Lactose,OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,-0.244,1,,0.0,unique_keep
RTI 2,CCN2c1ncccc1N(CC)C(=O)c3cccnc23 ,CCN1C(=O)c2cccnc2N(CC)c2ncccc21,-2.86,1,,0.0,unique_keep
Chlorobenzene,Clc1ccccc1,Clc1ccccc1,-2.38,1,,0.0,unique_keep
1-Nonene ,CCCCCCCC=C,C=CCCCCCCC,-5.05,1,,0.0,unique_keep
p-Bromoiodobenzene,Brc1ccc(I)cc1,Brc1ccc(I)cc1,-4.56,1,,0.0,unique_keep
3-Methyl-3-pentanol,CCC(C)(O)CC,CCC(C)(O)CC,-0.36,1,,0.0,unique_keep
Pentylbenzene,CCCCCc1ccccc1,CCCCCc1ccccc1,-4.64,1,,0.0,unique_keep
allantoin,NC(=O)NC1NC(=O)NC1=O ,NC(=O)NC1NC(=O)NC1=O,-1.6,1,,0.0,unique_keep
Glafenine,OCC(O)COC(=O)c1ccccc1Nc2ccnc3cc(Cl)ccc23,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,-4.571000000000001,1,,0.0,unique_keep
"DDD|P,P'-DDD",ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2|ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2 ,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,-7.2,2,0.0,0.0,duplicate_aggregated
testosterone acetate,CC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,CC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-5.184,1,,0.0,unique_keep
1-Chloronapthalene,Clc1cccc2ccccc12,Clc1cccc2ccccc12,-3.93,1,,0.0,unique_keep
RTI 19,CCN2c1ccccc1N(C)C(=O)c3ccccc23 ,CCN1c2ccccc2C(=O)N(C)c2ccccc21,-4.749,1,,0.0,unique_keep
2-Hexanol,CCCCC(C)O,CCCCC(C)O,-0.89,1,,0.0,unique_keep
Propylcyclopentane,CCCC1CCCC1,CCCC1CCCC1,-4.74,1,,0.0,unique_keep
Etomidate,CCOC(=O)c1cncn1C(C)c2ccccc2,CCOC(=O)c1cncn1C(C)c1ccccc1,-4.735,1,,0.0,unique_keep
"3,4-Dichlorophenol",Oc1ccc(Cl)c(Cl)c1,Oc1ccc(Cl)c(Cl)c1,-1.25,1,,0.0,unique_keep
Cypermethrin,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,-8.017000000000001,1,,0.0,unique_keep
Benzoxazole,c2ccc1ocnc1c2,c1ccc2ocnc2c1,-1.16,1,,0.0,unique_keep
1-Pentanol,CCCCCO,CCCCCO,-0.6,1,,0.0,unique_keep
"N,N-Diethylaniline",CCN(CC)c1ccccc1,CCN(CC)c1ccccc1,-3.03,1,,0.0,unique_keep
"1,3-Difluorobenzene",Fc1cccc(F)c1,Fc1cccc(F)c1,-2.0,1,,0.0,unique_keep
3-chloropropionitrile,ClCCC#N ,N#CCCCl,-0.29,1,,0.0,unique_keep
t-Pentylbenzene,CC(C)(C)Cc1ccccc1,CC(C)(C)Cc1ccccc1,-4.15,1,,0.0,unique_keep
o-Chloroiodobenzene,Clc1ccccc1I,Clc1ccccc1I,-3.54,1,,0.0,unique_keep
Benzotriazole,c2ccc1[nH]nnc1c2,c1ccc2[nH]nnc2c1,-0.78,1,,0.0,unique_keep
Carbofuran,CNC(=O)Oc1cccc2CC(C)(C)Oc12,CNC(=O)Oc1cccc2c1OC(C)(C)C2,-2.8,1,,0.0,unique_keep
"2,6-Dimethylphenol",Cc1cccc(C)c1O,Cc1cccc(C)c1O,-1.29,1,,0.0,unique_keep
3-Methyl-2-butanol,CC(C)C(C)O,CC(C)C(C)O,-0.18,1,,0.0,unique_keep
benzhydrol,c1ccccc1C(O)c2ccccc2,OC(c1ccccc1)c1ccccc1,-2.55,1,,0.0,unique_keep
Methyl decanoate,CCCCCCCCCC(=O)OC,CCCCCCCCCC(=O)OC,-4.69,1,,0.0,unique_keep
Dicapthon,COP(=S)(OC)Oc1ccc(cc1Cl)N(=O)=O,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl,-4.31,1,,0.0,unique_keep
1-Bromo-2-methylpropane,CC(C)CBr,CC(C)CBr,-2.43,1,,0.0,unique_keep
Iodoethane,CCI,CCI,-1.6,1,,0.0,unique_keep
Pirimicarb,CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,-1.95,1,,0.0,unique_keep
1-Bromohexane,CCCCCCBr,CCCCCCBr,-3.81,1,,0.0,unique_keep
2-Methylpentane,CCCC(C)C,CCCC(C)C,-3.74,1,,0.0,unique_keep
Tetrafluthrin,Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,-7.321000000000001,1,,0.0,unique_keep
Metolachlor,CCc1cccc(C)c1N(C(C)COC)C(=O)CCl ,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,-2.73,1,,0.0,unique_keep
nifuroxime,ON=Cc1ccc(o1)N(=O)=O ,O=[N+]([O-])c1ccc(C=NO)o1,-2.19,1,,0.0,unique_keep
Fluvalinate,CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,-8.003,1,,0.0,unique_keep
Amitrole,Nc1nc[nH]n1,Nc1nc[nH]n1,0.522,1,,0.0,unique_keep
Tribromomethane,BrC(Br)Br,BrC(Br)Br,-1.91,1,,0.0,unique_keep
Trichlorfon,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,-0.22,1,,0.0,unique_keep
Phosalone,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc12,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,-5.233,1,,0.0,unique_keep
Phenylmethanol,OCc1ccccc1,OCc1ccccc1,-0.4,1,,0.0,unique_keep
Coumatetralyl,O=c2c(C3CCCc4ccccc43)c(O)c1ccccc1o2 ,O=c1oc2ccccc2c(O)c1C1CCCc2ccccc21,-2.84,1,,0.0,unique_keep
4-Bromophenol,Oc1ccc(Br)cc1,Oc1ccc(Br)cc1,-1.09,1,,0.0,unique_keep
2-Bromopropane,CC(C)Br,CC(C)Br,-1.59,1,,0.0,unique_keep
"2,2,4-Trimethylpentane",CC(C)CC(C)(C)C,CC(C)CC(C)(C)C,-4.74,1,,0.0,unique_keep
"1,3,5-Trinitrobenzene",O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,-2.89,1,,0.0,unique_keep
Nimetazepam,CN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O,CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,-3.796,1,,0.0,unique_keep
Propane,CCC,CCC,-1.94,1,,0.0,unique_keep
Minoxidil,Nc1cc(nc(N)n1=O)N2CCCCC2 ,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],-1.989,1,,0.0,unique_keep
1-aminoacridine,Nc2cccc3nc1ccccc1cc23 ,Nc1cccc2nc3ccccc3cc12,-4.22,1,,0.0,unique_keep
Benzo(k)fluoranthene,c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,-8.49,1,,0.0,unique_keep
Dicofol,OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,-5.666,1,,0.0,unique_keep
Acenapthene,C1Cc2cccc3cccc1c23,c1cc2c3c(cccc3c1)CC2,-4.63,1,,0.0,unique_keep
"1,4-Dibromobenzene",Brc1ccc(Br)cc1,Brc1ccc(Br)cc1,-4.07,1,,0.0,unique_keep
Methazole,Cn2c(=O)on(c1ccc(Cl)c(Cl)c1)c2=O,Cn1c(=O)on(-c2ccc(Cl)c(Cl)c2)c1=O,-2.82,1,,0.0,unique_keep
p-Phenylphenol,Oc1ccc(cc1)c2ccccc2,Oc1ccc(-c2ccccc2)cc1,-3.48,1,,0.0,unique_keep
pyracarbolid,CC1=C(CCCO1)C(=O)Nc2ccccc2 ,CC1=C(C(=O)Nc2ccccc2)CCCO1,-2.56,1,,0.0,unique_keep
Ethyl vinyl ether,CCOC=C,C=COCC,-0.85,1,,0.0,unique_keep
1-Butyne,CCC#C,C#CCC,-1.24,1,,0.0,unique_keep
4-methoxypteridine,COc1ncnc2nccnc12 ,COc1ncnc2nccnc12,-1.11,1,,0.0,unique_keep
3-Methyl-3-heptanol,CCCCC(C)(O)CC,CCCCC(C)(O)CC,-1.6,1,,0.0,unique_keep
"1,4-Dichlorobenzene",Clc1ccc(Cl)cc1,Clc1ccc(Cl)cc1,-3.27,1,,0.0,unique_keep
3-Ethanoyloxymethylphenytoin,O=C1N(COC(=O)C)C(=O)C(N1)(c2ccccc2)c3ccccc3,CC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,-4.47,1,,0.0,unique_keep
"Sparsomycin (3,8mg/ml)",CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,-1.981,1,,0.0,unique_keep
3-methylindole,Cc1c[nH]c2ccccc12 ,Cc1c[nH]c2ccccc12,-2.42,1,,0.0,unique_keep
2-methoxypteridine,COc2ncc1nccnc1n2,COc1ncc2nccnc2n1,-1.11,1,,0.0,unique_keep
Dioxacarb,CNC(=O)Oc1ccccc1C2OCCO2,CNC(=O)Oc1ccccc1C1OCCO1,-1.57,1,,0.0,unique_keep
isocarbamid,C1N(C(=O)NCC(C)C)C(=O)NC1,CC(C)CNC(=O)N1CCNC1=O,-2.15,1,,0.0,unique_keep
Acetonitrile,CC#N,CC#N,0.26,1,,0.0,unique_keep
Fenoxycarb,CCOC(=O)NCCOc2ccc(Oc1ccccc1)cc2,CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,-4.7,1,,0.0,unique_keep
acetyl sulfisoxazole,CC(=O)N(S(=O)c1ccc(N)cc1)c2onc(C)c2C ,CC(=O)N(c1onc(C)c1C)S(=O)c1ccc(N)cc1,-3.59,1,,0.0,unique_keep
"1,1,1,2-Tetrachloroethane",ClCC(Cl)(Cl)Cl,ClCC(Cl)(Cl)Cl,-2.18,1,,0.0,unique_keep
1-Butanol,CCCCO,CCCCO,0.0,1,,0.0,unique_keep
Siduron,CC1CCCCC1NC(=O)Nc2ccccc2,CC1CCCCC1NC(=O)Nc1ccccc1,-4.11,1,,0.0,unique_keep
"1,3,5-Trichlorobenzene",Clc1cc(Cl)cc(Cl)c1,Clc1cc(Cl)cc(Cl)c1,-4.48,1,,0.0,unique_keep
Furfural,O=Cc1ccco1,O=Cc1ccco1,-0.1,1,,0.0,unique_keep
3-Methylbutan-1-ol,CC(C)CCO,CC(C)CCO,-0.51,1,,0.0,unique_keep
piperonal,O=Cc2ccc1OCOc1c2 ,O=Cc1ccc2c(c1)OCO2,-1.63,1,,0.0,unique_keep
2-Methylpropene,CC(=C)C,C=C(C)C,-2.33,1,,0.0,unique_keep
Benzaldehyde,O=Cc1ccccc1,O=Cc1ccccc1,-1.19,1,,0.0,unique_keep
"2,3-Dimethyl-1,3-Butadiene",CC(=C)C(=C)C,C=C(C)C(=C)C,-2.4,1,,0.0,unique_keep
Benfuracarb,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2CC(C)(C)Oc21)C(C)C,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C,-4.71,1,,0.0,unique_keep
RTI 10,O2c1ccccc1N(C)C(=O)c3cccnc23 ,CN1C(=O)c2cccnc2Oc2ccccc21,-3.672,1,,0.0,unique_keep
Fluorene ,C1c2ccccc2c3ccccc13,c1ccc2c(c1)Cc1ccccc1-2,-5.0,1,,0.0,unique_keep
Methylcyclohexane ,CC1CCCCC1,CC1CCCCC1,-3.85,1,,0.0,unique_keep
sulfaguanidine,NC(=N)NS(=O)(=O)c1ccc(N)cc1 ,N=C(N)NS(=O)(=O)c1ccc(N)cc1,-1.99,1,,0.0,unique_keep
Methylparaben,COC(=O)c1ccc(O)cc1,COC(=O)c1ccc(O)cc1,-1.827,1,,0.0,unique_keep
2-Methyltetrahydrofurane,CC1CCCO1,CC1CCCO1,0.11,1,,0.0,unique_keep
Santonin,CC3C2CCC1(C)C=CC(=O)C(=C1C2OC3=O)C,CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O,-3.09,1,,0.0,unique_keep
Salicin,OCC2OC(Oc1ccccc1CO)C(O)C(O)C2O,OCc1ccccc1OC1OC(CO)C(O)C(O)C1O,-0.85,1,,0.0,unique_keep
1-Iodopropane,CCCI,CCCI,-2.29,1,,0.0,unique_keep
Ametryn,CCNc1nc(NC(C)C)nc(SC)n1,CCNc1nc(NC(C)C)nc(SC)n1,-3.04,1,,0.0,unique_keep
1-Propanol,CCCO,CCCO,0.62,1,,0.0,unique_keep
Hydroxyprogesterone-17a,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-3.817,1,,0.0,unique_keep
2-Pentanol,CCCC(C)O,CCCC(C)O,-0.29,1,,0.0,unique_keep
benzoin,OC(C(=O)c1ccccc1)c2ccccc2,O=C(c1ccccc1)C(O)c1ccccc1,-2.85,1,,0.0,unique_keep
"2,4-Dimethylphenol",Cc1ccc(O)c(C)c1,Cc1ccc(O)c(C)c1,-1.19,1,,0.0,unique_keep
m-Chloronitrobenzene ,Clc1cccc(c1)N(=O)=O,O=[N+]([O-])c1cccc(Cl)c1,-2.77,1,,0.0,unique_keep
ampyrone,Cc2c(N)c(=O)n(c1ccccc1)n2C,Cc1c(N)c(=O)n(-c2ccccc2)n1C,-0.624,1,,0.0,unique_keep
"2,2',4,5'-PCB",Clc1ccc(c(Cl)c1)c2cc(Cl)ccc2Cl ,Clc1ccc(-c2cc(Cl)ccc2Cl)c(Cl)c1,-6.57,1,,0.0,unique_keep
"Hexachloro-1,3-butadiene",ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,-4.92,1,,0.0,unique_keep
Terbutryn,CCNc1nc(NC(C)(C)C)nc(SC)n1,CCNc1nc(NC(C)(C)C)nc(SC)n1,-4.0,1,,0.0,unique_keep
3-Methyl-2-pentanol,CCC(C)CCO,CCC(C)CCO,-0.71,1,,0.0,unique_keep
2-methylpteridine,Cc2ncc1nccnc1n2,Cc1ncc2nccnc2n1,-0.12,1,,0.0,unique_keep
Danazol,CC23Cc1cnoc1C=C2CCC4C3CCC5(C)C4CCC5(O)C#C,C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,-5.507000000000001,1,,0.0,unique_keep
1-Iodobutane,CCCCI,CCCCI,-2.96,1,,0.0,unique_keep
"Digoxin (L1=41,8mg/mL, L2=68,2mg/mL, Z=40,1mg/mL)",CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CC(O)C5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,-4.081,1,,0.0,unique_keep
Benzyltrifluoride,FC(F)(F)c1ccccc1,FC(F)(F)c1ccccc1,-2.51,1,,0.0,unique_keep
Dihexyl phthalate,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,-6.144,1,,0.0,unique_keep
Dibenzothiophene,c1ccc2c(c1)sc3ccccc23,c1ccc2c(c1)sc1ccccc12,-4.38,1,,0.0,unique_keep
"2,3',4,4'-PCB",Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl ,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1,-7.8,1,,0.0,unique_keep
