compound_id,smiles,measured_logS,valid_smiles,canonical_smiles,fragment_count,multi_fragment,formal_charge,molecular_weight,heavy_atom_count
Chlorbromuron,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,-3.924,True,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,1,False,0,293.548,15
"9,10-Dimethylanthracene",Cc1c2ccccc2c(C)c3ccccc13,-6.57,True,Cc1c2ccccc2c(C)c2ccccc12,1,False,0,206.28799999999998,16
Methyl hexanoate,CCCCCC(=O)OC,-1.87,True,CCCCCC(=O)OC,1,False,0,130.18699999999998,9
Dimefuron,CN(C)C(=O)Nc1ccc(c(Cl)c1)n2nc(oc2=O)C(C)(C)C,-4.328,True,CN(C)C(=O)Nc1ccc(-n2nc(C(C)(C)C)oc2=O)c(Cl)c1,1,False,0,338.79500000000013,23
p-Fluoroacetanilide,CC(=O)Nc1ccc(F)cc1,-1.78,True,CC(=O)Nc1ccc(F)cc1,1,False,0,153.156,11
alachlor,CCc1cccc(CC)c1N(COC)C(=O)CCl ,-3.26,True,CCc1cccc(CC)c1N(COC)C(=O)CCl,1,False,0,269.77199999999993,18
Cyclohexene,C1CCC=CC1,-2.59,True,C1=CCCCC1,1,False,0,82.146,6
Hydrocortisone ,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-3.09,True,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,1,False,0,362.4660000000002,26
Pyrimidine,c1cncnc1,1.1,True,c1cncnc1,1,False,0,80.08999999999999,6
p-Chloronitrobenzene,Clc1ccc(cc1)N(=O)=O,-2.92,True,O=[N+]([O-])c1ccc(Cl)cc1,1,False,0,157.55599999999998,10
Methyl propionate,CCC(=O)OC,-0.14,True,CCC(=O)OC,1,False,0,88.106,6
o-Chloronitrobenzene,Clc1ccccc1N(=O)=O,-2.55,True,O=[N+]([O-])c1ccccc1Cl,1,False,0,157.55599999999998,10
Neburon,CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-4.77,True,CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,1,False,0,275.179,17
Buthidazole,CN1CC(O)N(C1=O)c2nnc(s2)C(C)(C)C,-1.877,True,CN1CC(O)N(c2nnc(C(C)(C)C)s2)C1=O,1,False,0,256.33099999999996,17
Nitrobenzene,O=N(=O)c1ccccc1,-1.8,True,O=[N+]([O-])c1ccccc1,1,False,0,123.11099999999996,9
Iodobenzene,Ic1ccccc1,-3.01,True,Ic1ccccc1,1,False,0,204.01000000000002,7
Metolazone,CC2Nc1cc(Cl)c(cc1C(=O)N2c3ccccc3C)S(N)(=O)=O ,-3.78,True,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,1,False,0,365.8420000000001,24
Methocarbamol,COc1ccccc1OCC(O)COC(N)=O,-0.985,True,COc1ccccc1OCC(O)COC(N)=O,1,False,0,241.24299999999994,17
butachlor,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC ,-4.19,True,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,1,False,0,311.85300000000007,21
"2,3-Dichlorophenol",Oc1cccc(Cl)c1Cl,-1.3,True,Oc1cccc(Cl)c1Cl,1,False,0,163.003,9
Propyl butyrate,CCCC(=O)OC,-1.92,True,CCCC(=O)OC,1,False,0,102.13299999999998,7
Propanil,CCC(=O)Nc1ccc(Cl)c(Cl)c1,-3.0,True,CCC(=O)Nc1ccc(Cl)c(Cl)c1,1,False,0,218.08299999999997,13
Triamterene,Nc3nc(N)c2nc(c1ccccc1)c(N)nc2n3,-2.404,True,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,1,False,0,253.26900000000003,19
Ethyl hexanoate,CCCCCC(=O)OCC,-2.35,True,CCCCCC(=O)OCC,1,False,0,144.21399999999997,10
chloralose,OCC(O)C2OC1OC(OC1C2O)C(Cl)(Cl)Cl ,-1.84,True,OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,1,False,0,309.529,17
Amitraz,CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C,-5.47,True,Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,1,False,0,293.41400000000004,22
Prometon,COc1nc(NC(C)C)nc(NC(C)C)n1,-2.478,True,COc1nc(NC(C)C)nc(NC(C)C)n1,1,False,0,225.296,16
1-Octene ,CCCCCCC=C,-4.44,True,C=CCCCCCC,1,False,0,112.216,8
p-Methylaniline ,Cc1ccc(N)cc1,-1.21,True,Cc1ccc(N)cc1,1,False,0,107.156,8
aminothiazole,Nc1nccs1 ,-0.36,True,Nc1nccs1,1,False,0,100.14599999999999,6
Metolcarb,c1ccccc1(OC(=O)NC),-1.803,True,CNC(=O)Oc1ccccc1,1,False,0,151.165,11
3-Hexanol,CCCC(O)CC,-0.8,True,CCCC(O)CC,1,False,0,102.17699999999999,7
9-anthrol,c3ccc2c(O)c1ccccc1cc2c3 ,-4.73,True,Oc1c2ccccc2cc2ccccc12,1,False,0,194.23299999999998,15
2-Methylanthracene,Cc1ccc2cc3ccccc3cc2c1,-6.96,True,Cc1ccc2cc3ccccc3cc2c1,1,False,0,192.261,15
"1,2,3-Trimethylbenzene ",Cc1cccc(C)c1C,-3.2,True,Cc1cccc(C)c1C,1,False,0,120.195,9
Aminocarb,CNC(=O)Oc1ccc(N(C)C)c(C)c1,-2.36,True,CNC(=O)Oc1ccc(N(C)C)c(C)c1,1,False,0,208.26099999999997,15
2-Nonanol,CCCCCCCC(C)O,-2.74,True,CCCCCCCC(C)O,1,False,0,144.258,10
Methyldymron,CN(C(=O)NC(C)(C)c1ccccc1)c2ccccc2,-3.35,True,CN(C(=O)NC(C)(C)c1ccccc1)c1ccccc1,1,False,0,268.36,20
3-Hexanone,CCCC(=O)CC,-0.83,True,CCCC(=O)CC,1,False,0,100.16099999999999,7
bromoxynil,Oc1c(Br)cc(C#N)cc1Br ,-3.33,True,N#Cc1cc(Br)c(O)c(Br)c1,1,False,0,276.91499999999996,11
"3,4-PCB",Clc1ccc(cc1Cl)c2ccccc2 ,-6.39,True,Clc1ccc(-c2ccccc2)cc1Cl,1,False,0,223.102,14
Mefenacet,CN(C(=O)COc1nc2ccccc2s1)c3ccccc3,-4.873,True,CN(C(=O)COc1nc2ccccc2s1)c1ccccc1,1,False,0,298.367,21
5-hydroxyquinoline,Oc1cccc2ncccc12 ,-2.54,True,Oc1cccc2ncccc12,1,False,0,145.161,11
Carboxin,CC1=C(SCCO1)C(=O)Nc2ccccc2,-3.14,True,CC1=C(C(=O)Nc2ccccc2)SCCO1,1,False,0,235.30800000000002,16
Ethoxyzolamide,CCOc2ccc1nc(sc1c2)S(N)(=O)=O ,-3.81,True,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,1,False,0,258.324,16
Pentachlorophenol,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-4.28,True,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1,False,0,266.33799999999997,12
Bromochloromethane,ClCBr,-0.89,True,ClCBr,1,False,0,129.384,3
metharbital,CCC1(CC)C(=O)NC(=O)N(C)C1=O ,-2.23,True,CCC1(CC)C(=O)NC(=O)N(C)C1=O,1,False,0,198.22199999999998,14
deoxycorticosterone acetate,CC(=O)OCC(=O)C3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-4.63,True,CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,1,False,0,372.5050000000002,27
benzylurea,NC(=O)NCc1ccccc1 ,-0.95,True,NC(=O)NCc1ccccc1,1,False,0,150.18099999999998,11
Chlortoluron,CN(C)C(=O)Nc1ccc(C)c(Cl)c1,-3.483,True,Cc1ccc(NC(=O)N(C)C)cc1Cl,1,False,0,212.67999999999998,14
Linuron,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.592,True,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,1,False,0,249.09699999999998,15
Cycloheptanol,OC1CCCCCC1,-0.88,True,OC1CCCCCC1,1,False,0,114.188,8
Thiamphenicol,CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl ,-2.154,True,CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,1,False,0,356.2270000000001,21
thiopental,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O ,-3.36,True,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,1,False,0,242.34400000000002,16
acetazolamide,CC(=O)Nc1nnc(s1)S(N)(=O)=O ,-2.36,True,CC(=O)Nc1nnc(S(N)(=O)=O)s1,1,False,0,222.251,13
p-Nitrophenol,Oc1ccc(cc1)N(=O)=O,-0.74,True,O=[N+]([O-])c1ccc(O)cc1,1,False,0,139.10999999999999,10
Aldrin,ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,-6.307,True,ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,1,False,0,364.914,18
Tetrahydrofurane ,C1CCOC1,0.49,True,C1CCOC1,1,False,0,72.107,5
o-Nitroaniline,Nc1ccccc1N(=O)=O,-1.96,True,Nc1ccccc1[N+](=O)[O-],1,False,0,138.126,10
"2,2',3,3'-PCB",Clc1cccc(c1Cl)c2cccc(Cl)c2Cl,-7.28,True,Clc1cccc(-c2cccc(Cl)c2Cl)c1Cl,1,False,0,291.99199999999996,16
phenylbutazone,CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3 ,-3.81,True,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,1,False,0,308.38100000000003,23
"2,6-Dinitrotoluene",Cc1c(cccc1N(=O)=O)N(=O)=O,-3.0,True,Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],1,False,0,182.135,13
Progesterone,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.42,True,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,1,False,0,314.46900000000005,23
Chlorazine,CCN(CC)c1nc(Cl)nc(n1)N(CC)CC,-4.4110000000000005,True,CCN(CC)c1nc(Cl)nc(N(CC)CC)n1,1,False,0,257.76899999999995,17
captafol,ClC(Cl)C(Cl)(Cl)SN2C(=O)C1CC=CCC1C2=O ,-5.4,True,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,1,False,0,349.06600000000014,18
"1,2,4-tribromobenzene",c1(Br)c(Br)cc(Br)cc1,-4.5,True,Brc1ccc(Br)c(Br)c1,1,False,0,314.802,9
Oxazepam,OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O ,-3.952,True,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,1,False,0,286.718,20
Secobarbital,O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C,-2.356,True,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,1,False,0,238.28699999999995,17
Carvacrol,c1(O)c(C)ccc(C(C)C)c1,-2.08,True,Cc1ccc(C(C)C)cc1O,1,False,0,150.22099999999998,11
rhodanine,C1SC(=S)NC1(=O),-1.77,True,O=C1CSC(=S)N1,1,False,0,133.197,7
Morin,Oc1ccc(c(O)c1)c3oc2cc(O)cc(O)c2c(=O)c3O ,-3.083,True,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,1,False,0,302.23800000000006,22
Kepone,ClC1(C(=O)C2(Cl)C3(Cl)C14Cl)C5(Cl)C2(Cl)C3(Cl)C(Cl)(Cl)C45Cl,-5.259,True,O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,1,False,0,490.6390000000001,21
Disulfiram,CCN(CC)C(=S)SSC(=S)N(CC)CC,-4.86,True,CCN(CC)C(=S)SSC(=S)N(CC)CC,1,False,0,296.5520000000001,16
Cyclohexane,C1CCCCC1,-3.1,True,C1CCCCC1,1,False,0,84.162,6
Dienochlor,ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl,-7.278,True,ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,1,False,0,474.64,20
chlordimeform,CN(C)C=Nc1ccc(Cl)cc1C,-2.86,True,Cc1cc(Cl)ccc1N=CN(C)C,1,False,0,196.68099999999998,13
Equilenin,CC34CCc1c(ccc2cc(O)ccc12)C3CCC4=O,-5.24,True,CC12CCc3c(ccc4cc(O)ccc34)C1CCC2=O,1,False,0,266.34,20
1-Octanol,CCCCCCCCO,-2.39,True,CCCCCCCCO,1,False,0,130.23100000000002,9
Diethyl sulfide,CCSCC,-1.34,True,CCSCC,1,False,0,90.191,5
"1,2-Dichloroethane",ClCCCl,-1.06,True,ClCCCl,1,False,0,98.96000000000001,4
2-Chloro-2-methylbutane,CCC(C)(C)Cl,-2.51,True,CCC(C)(C)Cl,1,False,0,106.59599999999999,6
1-Chloro-2-bromoethane,ClCCBr,-1.32,True,ClCCBr,1,False,0,143.411,4
p-Nitroaniline,Nc1ccc(cc1)N(=O)=O,-2.37,True,Nc1ccc([N+](=O)[O-])cc1,1,False,0,138.126,10
Lactose,OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,-0.244,True,OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,1,False,0,342.297,23
RTI 2,CCN2c1ncccc1N(CC)C(=O)c3cccnc23 ,-2.86,True,CCN1C(=O)c2cccnc2N(CC)c2ncccc21,1,False,0,268.32,20
Chlorobenzene,Clc1ccccc1,-2.38,True,Clc1ccccc1,1,False,0,112.55899999999997,7
1-Nonene ,CCCCCCCC=C,-5.05,True,C=CCCCCCCC,1,False,0,126.243,9
p-Bromoiodobenzene,Brc1ccc(I)cc1,-4.56,True,Brc1ccc(I)cc1,1,False,0,282.90599999999995,8
3-Methyl-3-pentanol,CCC(C)(O)CC,-0.36,True,CCC(C)(O)CC,1,False,0,102.17699999999998,7
Pentylbenzene,CCCCCc1ccccc1,-4.64,True,CCCCCc1ccccc1,1,False,0,148.249,11
allantoin,NC(=O)NC1NC(=O)NC1=O ,-1.6,True,NC(=O)NC1NC(=O)NC1=O,1,False,0,158.117,11
Glafenine,OCC(O)COC(=O)c1ccccc1Nc2ccnc3cc(Cl)ccc23,-4.571000000000001,True,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,1,False,0,372.80800000000016,26
DDD,ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-7.2,True,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,1,False,0,320.04600000000005,18
testosterone acetate,CC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-5.184,True,CC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,1,False,0,330.4680000000001,24
1-Chloronapthalene,Clc1cccc2ccccc12,-3.93,True,Clc1cccc2ccccc12,1,False,0,162.61899999999997,11
RTI 19,CCN2c1ccccc1N(C)C(=O)c3ccccc23 ,-4.749,True,CCN1c2ccccc2C(=O)N(C)c2ccccc21,1,False,0,252.31699999999995,19
2-Hexanol,CCCCC(C)O,-0.89,True,CCCCC(C)O,1,False,0,102.17699999999998,7
Propylcyclopentane,CCCC1CCCC1,-4.74,True,CCCC1CCCC1,1,False,0,112.21600000000001,8
Etomidate,CCOC(=O)c1cncn1C(C)c2ccccc2,-4.735,True,CCOC(=O)c1cncn1C(C)c1ccccc1,1,False,0,244.294,18
"3,4-Dichlorophenol",Oc1ccc(Cl)c(Cl)c1,-1.25,True,Oc1ccc(Cl)c(Cl)c1,1,False,0,163.00300000000001,9
Cypermethrin,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.017000000000001,True,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,1,False,0,416.30400000000014,28
Benzoxazole,c2ccc1ocnc1c2,-1.16,True,c1ccc2ocnc2c1,1,False,0,119.12299999999998,9
1-Pentanol,CCCCCO,-0.6,True,CCCCCO,1,False,0,88.14999999999999,6
"N,N-Diethylaniline",CCN(CC)c1ccccc1,-3.03,True,CCN(CC)c1ccccc1,1,False,0,149.237,11
"1,3-Difluorobenzene",Fc1cccc(F)c1,-2.0,True,Fc1cccc(F)c1,1,False,0,114.094,8
3-chloropropionitrile,ClCCC#N ,-0.29,True,N#CCCCl,1,False,0,89.525,5
t-Pentylbenzene,CC(C)(C)Cc1ccccc1,-4.15,True,CC(C)(C)Cc1ccccc1,1,False,0,148.249,11
5-Ethyl-5-phenylbarbital,O=C1NC(=O)NC(=O)C1(CC)c1ccccc1,-2.322,True,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,1,False,0,232.239,17
o-Chloroiodobenzene,Clc1ccccc1I,-3.54,True,Clc1ccccc1I,1,False,0,238.45499999999998,8
Benzotriazole,c2ccc1[nH]nnc1c2,-0.78,True,c1ccc2[nH]nnc2c1,1,False,0,119.127,9
Carbofuran,CNC(=O)Oc1cccc2CC(C)(C)Oc12,-2.8,True,CNC(=O)Oc1cccc2c1OC(C)(C)C2,1,False,0,221.25599999999994,16
"2,6-Dimethylphenol",Cc1cccc(C)c1O,-1.29,True,Cc1cccc(C)c1O,1,False,0,122.16699999999999,9
3-Methyl-2-butanol,CC(C)C(C)O,-0.18,True,CC(C)C(C)O,1,False,0,88.14999999999999,6
benzhydrol,c1ccccc1C(O)c2ccccc2,-2.55,True,OC(c1ccccc1)c1ccccc1,1,False,0,184.238,14
Methyl decanoate,CCCCCCCCCC(=O)OC,-4.69,True,CCCCCCCCCC(=O)OC,1,False,0,186.295,13
Dicapthon,COP(=S)(OC)Oc1ccc(cc1Cl)N(=O)=O,-4.31,True,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl,1,False,0,297.656,17
1-Bromo-2-methylpropane,CC(C)CBr,-2.43,True,CC(C)CBr,1,False,0,137.01999999999998,5
Iodoethane,CCI,-1.6,True,CCI,1,False,0,155.966,3
Pirimicarb,CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,-1.95,True,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,1,False,0,238.29099999999997,17
1-Bromohexane,CCCCCCBr,-3.81,True,CCCCCCBr,1,False,0,165.074,7
2-Methylpentane,CCCC(C)C,-3.74,True,CCCC(C)C,1,False,0,86.178,6
Tetrafluthrin,Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,-7.321000000000001,True,Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,1,False,0,418.7360000000001,27
Metolachlor,CCc1cccc(C)c1N(C(C)COC)C(=O)CCl ,-2.73,True,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,1,False,0,283.7989999999999,19
nifuroxime,ON=Cc1ccc(o1)N(=O)=O ,-2.19,True,O=[N+]([O-])c1ccc(C=NO)o1,1,False,0,156.09699999999998,11
Fluvalinate,CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.003,True,CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,1,False,0,502.9200000000002,35
Amitrole,Nc1nc[nH]n1,0.522,True,Nc1nc[nH]n1,1,False,0,84.082,6
Tribromomethane,BrC(Br)Br,-1.91,True,BrC(Br)Br,1,False,0,252.731,4
Trichlorfon,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,-0.22,True,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,1,False,0,257.437,12
Phosalone,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc12,-5.233,True,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,1,False,0,367.8160000000001,21
Phenylmethanol,OCc1ccccc1,-0.4,True,OCc1ccccc1,1,False,0,108.13999999999997,8
Coumatetralyl,O=c2c(C3CCCc4ccccc43)c(O)c1ccccc1o2 ,-2.84,True,O=c1oc2ccccc2c(O)c1C1CCCc2ccccc21,1,False,0,292.33400000000006,22
4-Bromophenol,Oc1ccc(Br)cc1,-1.09,True,Oc1ccc(Br)cc1,1,False,0,173.00900000000001,8
2-Bromopropane,CC(C)Br,-1.59,True,CC(C)Br,1,False,0,122.993,4
"2,2,4-Trimethylpentane",CC(C)CC(C)(C)C,-4.74,True,CC(C)CC(C)(C)C,1,False,0,114.23199999999999,8
"1,3,5-Trinitrobenzene",O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,-2.89,True,O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,1,False,0,213.10499999999996,15
Nimetazepam,CN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O,-3.796,True,CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,1,False,0,295.29800000000006,22
Propane,CCC,-1.94,True,CCC,1,False,0,44.096999999999994,3
Minoxidil,Nc1cc(nc(N)n1=O)N2CCCCC2 ,-1.989,True,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],1,False,0,209.25299999999996,15
1-aminoacridine,Nc2cccc3nc1ccccc1cc23 ,-4.22,True,Nc1cccc2nc3ccccc3cc12,1,False,0,194.23700000000002,15
Benzo(k)fluoranthene,c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,-8.49,True,c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,1,False,0,252.31599999999997,20
Dicofol,OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,-5.666,True,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,1,False,0,370.49,20
Acenapthene,C1Cc2cccc3cccc1c23,-4.63,True,c1cc2c3c(cccc3c1)CC2,1,False,0,154.21199999999996,12
Dialifos,CCOP(=S)(OCC)SC(CCl)N2C(=O)c1ccccc1C2=O,-6.34,True,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,1,False,0,393.85400000000016,23
"1,4-Dibromobenzene",Brc1ccc(Br)cc1,-4.07,True,Brc1ccc(Br)cc1,1,False,0,235.90599999999998,8
Methazole,Cn2c(=O)on(c1ccc(Cl)c(Cl)c1)c2=O,-2.82,True,Cn1c(=O)on(-c2ccc(Cl)c(Cl)c2)c1=O,1,False,0,261.064,16
p-Phenylphenol,Oc1ccc(cc1)c2ccccc2,-3.48,True,Oc1ccc(-c2ccccc2)cc1,1,False,0,170.211,13
pyracarbolid,CC1=C(CCCO1)C(=O)Nc2ccccc2 ,-2.56,True,CC1=C(C(=O)Nc2ccccc2)CCCO1,1,False,0,217.26800000000003,16
Ethyl vinyl ether,CCOC=C,-0.85,True,C=COCC,1,False,0,72.10700000000001,5
1-Butyne,CCC#C,-1.24,True,C#CCC,1,False,0,54.09199999999999,4
4-methoxypteridine,COc1ncnc2nccnc12 ,-1.11,True,COc1ncnc2nccnc12,1,False,0,162.15200000000002,12
3-Methyl-3-heptanol,CCCCC(C)(O)CC,-1.6,True,CCCCC(C)(O)CC,1,False,0,130.23099999999997,9
"1,4-Dichlorobenzene",Clc1ccc(Cl)cc1,-3.27,True,Clc1ccc(Cl)cc1,1,False,0,147.00400000000002,8
3-Ethanoyloxymethylphenytoin,O=C1N(COC(=O)C)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.47,True,CC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,1,False,0,324.33600000000007,24
"Sparsomycin (3,8mg/ml)",CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,-1.981,True,CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,1,False,0,361.4450000000001,23
3-methylindole,Cc1c[nH]c2ccccc12 ,-2.42,True,Cc1c[nH]c2ccccc12,1,False,0,131.17799999999997,10
2-methoxypteridine,COc2ncc1nccnc1n2,-1.11,True,COc1ncc2nccnc2n1,1,False,0,162.152,12
Dioxacarb,CNC(=O)Oc1ccccc1C2OCCO2,-1.57,True,CNC(=O)Oc1ccccc1C1OCCO1,1,False,0,223.22799999999995,16
isocarbamid,C1N(C(=O)NCC(C)C)C(=O)NC1,-2.15,True,CC(C)CNC(=O)N1CCNC1=O,1,False,0,185.22699999999998,13
Acetonitrile,CC#N,0.26,True,CC#N,1,False,0,41.053,3
Fenoxycarb,CCOC(=O)NCCOc2ccc(Oc1ccccc1)cc2,-4.7,True,CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,1,False,0,301.34200000000004,22
acetyl sulfisoxazole,CC(=O)N(S(=O)c1ccc(N)cc1)c2onc(C)c2C ,-3.59,True,CC(=O)N(c1onc(C)c1C)S(=O)c1ccc(N)cc1,1,False,0,293.34800000000007,20
"1,1,1,2-Tetrachloroethane",ClCC(Cl)(Cl)Cl,-2.18,True,ClCC(Cl)(Cl)Cl,1,False,0,167.85,6
1-Butanol,CCCCO,0.0,True,CCCCO,1,False,0,74.12299999999999,5
Siduron,CC1CCCCC1NC(=O)Nc2ccccc2,-4.11,True,CC1CCCCC1NC(=O)Nc1ccccc1,1,False,0,232.32700000000003,17
"1,3,5-Trichlorobenzene",Clc1cc(Cl)cc(Cl)c1,-4.48,True,Clc1cc(Cl)cc(Cl)c1,1,False,0,181.449,9
Furfural,O=Cc1ccco1,-0.1,True,O=Cc1ccco1,1,False,0,96.08499999999998,7
3-Methylbutan-1-ol,CC(C)CCO,-0.51,True,CC(C)CCO,1,False,0,88.14999999999999,6
piperonal,O=Cc2ccc1OCOc1c2 ,-1.63,True,O=Cc1ccc2c(c1)OCO2,1,False,0,150.13299999999998,11
2-Methylpropene,CC(=C)C,-2.33,True,C=C(C)C,1,False,0,56.108000000000004,4
Benzaldehyde,O=Cc1ccccc1,-1.19,True,O=Cc1ccccc1,1,False,0,106.12399999999997,8
"2,3-Dimethyl-1,3-Butadiene",CC(=C)C(=C)C,-2.4,True,C=C(C)C(=C)C,1,False,0,82.146,6
Benfuracarb,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2CC(C)(C)Oc21)C(C)C,-4.71,True,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C,1,False,0,410.53600000000023,28
RTI 10,O2c1ccccc1N(C)C(=O)c3cccnc23 ,-3.672,True,CN1C(=O)c2cccnc2Oc2ccccc21,1,False,0,226.235,17
Fluorene ,C1c2ccccc2c3ccccc13,-5.0,True,c1ccc2c(c1)Cc1ccccc1-2,1,False,0,166.22299999999998,13
Methylcyclohexane ,CC1CCCCC1,-3.85,True,CC1CCCCC1,1,False,0,98.18900000000001,7
sulfaguanidine,NC(=N)NS(=O)(=O)c1ccc(N)cc1 ,-1.99,True,N=C(N)NS(=O)(=O)c1ccc(N)cc1,1,False,0,214.25,14
Methylparaben,COC(=O)c1ccc(O)cc1,-1.827,True,COC(=O)c1ccc(O)cc1,1,False,0,152.149,11
2-Methyltetrahydrofurane,CC1CCCO1,0.11,True,CC1CCCO1,1,False,0,86.134,6
Santonin,CC3C2CCC1(C)C=CC(=O)C(=C1C2OC3=O)C,-3.09,True,CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O,1,False,0,246.30599999999995,18
